"https://tienda.mercadona.es/product/11077/cafe-grano-extra-fuerte-hacendado-paquete","cacao_cafe_e_infusiones_cafe_molido_y_en_grano","Café en grano extra fuerte Hacendado","Paquete","6.95","6.950","kg","2022-12-07","11077"
"https://tienda.mercadona.es/product/11101/cafe-soluble-descafeinado-nescafe-classic-tarro","cacao_cafe_e_infusiones_cafe_soluble_y_otras_bebidas","Café soluble descafeinado Nescafé classic","Tarro","5.95","29.750","kg","2022-12-07","11101"
"https://tienda.mercadona.es/product/11104/cafe-soluble-descafeinado-nescafe-classic-tarro","cacao_cafe_e_infusiones_cafe_soluble_y_otras_bebidas","Café soluble descafeinado Nescafé classic","Tarro","3.95","39.500","kg","2022-12-07","11104"
"https://tienda.mercadona.es/product/11111/cafe-soluble-natural-nescafe-classic-tarro","cacao_cafe_e_infusiones_cafe_soluble_y_otras_bebidas","Café soluble natural Nescafé classic","Tarro","3.75","37.500","kg","2022-12-07","11111"
"https://tienda.mercadona.es/product/11115/cafe-soluble-seleccion-hacendado-bote","cacao_cafe_e_infusiones_cafe_soluble_y_otras_bebidas","Café soluble selección Hacendado","Bote","3.00","30.000","kg","2022-12-07","11115"
"https://tienda.mercadona.es/product/11123/cafe-soluble-espresso-creme-hacendado-bote","cacao_cafe_e_infusiones_cafe_soluble_y_otras_bebidas","Café soluble espresso Creme Hacendado","Bote","1.90","23.750","kg","2022-12-07","11123"
"https://tienda.mercadona.es/product/11134/cafe-soluble-cappuccino-vienes-hacendado-con-pepitas-chocolate-bote","cacao_cafe_e_infusiones_cafe_soluble_y_otras_bebidas","Café soluble cappuccino vienés Hacendado","Bote","2.55","8.500","kg","2022-12-07","11134"
"https://tienda.mercadona.es/product/11136/cafe-soluble-natural-nescafe-classic-tarro","cacao_cafe_e_infusiones_cafe_soluble_y_otras_bebidas","Café soluble natural Nescafé classic","Tarro","5.85","29.250","kg","2022-12-07","11136"
"https://tienda.mercadona.es/product/11167/infusion-sabor-pina-colada-hacendado-fria-caliente-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión sabor piña colada Hacendado fría o caliente","Caja","1.35","3.375","100 g","2022-12-07","11167"
"https://tienda.mercadona.es/product/11171/cafe-molido-natural-fuerte-hacendado-paquete","cacao_cafe_e_infusiones_cafe_molido_y_en_grano","Café molido natural fuerte Hacendado","Paquete","1.35","5.400","kg","2022-12-07","11171"
"https://tienda.mercadona.es/product/11172/cafe-molido-natural-hacendado-paquete","cacao_cafe_e_infusiones_cafe_molido_y_en_grano","Café molido natural Hacendado","Paquete","1.65","6.600","kg","2022-12-07","11172"
"https://tienda.mercadona.es/product/11175/te-verde-con-hierbabuena-hacendado-caja","cacao_cafe_e_infusiones_te_e_infusiones","Té verde con hierbabuena Hacendado","Caja","1.20","3.000","100 g","2022-12-07","11175"
"https://tienda.mercadona.es/product/11178/cafe-molido-natural-hacendado-paquete","cacao_cafe_e_infusiones_cafe_molido_y_en_grano","Café molido natural Hacendado","Paquete","3.00","6.000","kg","2022-12-07","11178"
"https://tienda.mercadona.es/product/11187/cereales-solubles-con-achicoria-hacendado-bote","cacao_cafe_e_infusiones_cafe_soluble_y_otras_bebidas","Cereales solubles con achicoria Hacendado","Bote","1.80","12.000","kg","2022-12-07","11187"
"https://tienda.mercadona.es/product/11200/malta-molida-miguelete-paquete","cacao_cafe_e_infusiones_cafe_soluble_y_otras_bebidas","Malta molida El Miguelete","Paquete","1.43","2.860","kg","2022-12-07","11200"
"https://tienda.mercadona.es/product/11205/pollo-corral-relleno-chalotas-trufa-foie-ciruelas-especias-brandy-tocino-fresco-listo-comer-con-patatas-panaderas-cebollitas-confitadas-4-personas","carne_aves_y_pollo","Pollo de corral relleno de chalotas, trufa, foie, ciruelas, especias, brandy y tocino fresco Listo para Comer con patatas panaderas",,"40.00","40.000","ud","2022-12-07","11205"
"https://tienda.mercadona.es/product/11307/refresco-te-con-limon-hacendado-diluir-sin-azucar-caja","agua_y_refrescos_refresco_de_te_y_sin_gas","Refresco té con limón Hacendado para diluir","Caja","1.30","3.612","100 g","2022-12-07","11307"
"https://tienda.mercadona.es/product/11319/refresco-te-con-melocoton-hacendado-diluir-con-edulcorantes-caja","agua_y_refrescos_refresco_de_te_y_sin_gas","Refresco té con melocotón Hacendado para diluir","Caja","1.30","3.612","100 g","2022-12-07","11319"
"https://tienda.mercadona.es/product/11326/infusion-yerba-mate-taragui-paquete","cacao_cafe_e_infusiones_te_e_infusiones","Infusión yerba mate Taragüi","Paquete","2.80","5.600","kg","2022-12-07","11326"
"https://tienda.mercadona.es/product/11327/te-negro-pg-tips-caja","cacao_cafe_e_infusiones_te_e_infusiones","Té negro PG tips","Caja","1.75","15.087","kg","2022-12-07","11327"
"https://tienda.mercadona.es/product/11400/infusion-jengibre-hacendado-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión Jengibre Hacendado","Caja","1.35","3.375","100 g","2022-12-07","11400"
"https://tienda.mercadona.es/product/11408/infusion-relax-hacendado-con-tila-azahar-melisa-hierba-luisa-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión Relax Hacendado","Caja","0.95","3.167","100 g","2022-12-07","11408"
"https://tienda.mercadona.es/product/11415/infusion-respir-hacendado-con-tomillo-eucalipto-romero-menta-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión Respir Hacendado","Caja","1.40","4.667","100 g","2022-12-07","11415"
"https://tienda.mercadona.es/product/11426/infusion-figura-hacendado-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión Figura Hacendado","Caja","1.15","3.834","100 g","2022-12-07","11426"
"https://tienda.mercadona.es/product/11427/infusion-dormir-hacendado-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión Dormir Hacendado","Caja","1.00","3.334","100 g","2022-12-07","11427"
"https://tienda.mercadona.es/product/11430/infusion-manzanilla-con-anis-hacendado-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión Manzanilla con anís Hacendado","Caja","0.75","2.885","100 g","2022-12-07","11430"
"https://tienda.mercadona.es/product/11433/te-chai-hacendado-caja","cacao_cafe_e_infusiones_te_e_infusiones","Té Chai Hacendado","Caja","1.40","3.500","100 g","2022-12-07","11433"
"https://tienda.mercadona.es/product/11438/infusion-curcuma-hacendado-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión Cúrcuma Hacendado","Caja","1.40","4.118","100 g","2022-12-07","11438"
"https://tienda.mercadona.es/product/11440/te-matcha-polvo-hacendado-caja","cacao_cafe_e_infusiones_te_e_infusiones","Té matcha en polvo Hacendado","Caja","3.20","21.334","100 g","2022-12-07","11440"
"https://tienda.mercadona.es/product/11443/infusion-quema-grasas-hacendado-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión Quema grasas Hacendado","Caja","1.15","3.834","100 g","2022-12-07","11443"
"https://tienda.mercadona.es/product/11447/infusion-cola-caballo-hacendado-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión Cola de caballo Hacendado","Caja","1.20","4.000","100 g","2022-12-07","11447"
"https://tienda.mercadona.es/product/11453/infusion-tomillo-hacendado-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión Tomillo Hacendado","Caja","1.00","4.167","100 g","2022-12-07","11453"
"https://tienda.mercadona.es/product/11454/infusion-manzanilla-sabor-miel-hacendado-con-edulcorante-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión Manzanilla sabor a miel Hacendado","Caja","1.05","4.039","100 g","2022-12-07","11454"
"https://tienda.mercadona.es/product/11468/infusion-hinojo-hacendado-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión Hinojo Hacendado","Caja","1.10","2.750","100 g","2022-12-07","11468"
"https://tienda.mercadona.es/product/11470/infusion-laxsen-sabor-menta-hacendado-caja","cacao_cafe_e_infusiones_te_e_infusiones","Infusión Laxsen sabor menta Hacendado","Caja","1.35","4.500","100 g","2022-12-07","11470"
"https://tienda.mercadona.es/product/11711/cafe-molido-descafeinado-mezcla-hacendado-paquete","cacao_cafe_e_infusiones_cafe_molido_y_en_grano","Café molido descafeinado mezcla Hacendado","Paquete","1.65","6.600","kg","2022-12-07","11711"
"https://tienda.mercadona.es/product/11714/cafe-molido-natural-hacendado-espresso-paquete","cacao_cafe_e_infusiones_cafe_molido_y_en_grano","Café molido natural Hacendado Espresso","Paquete","1.95","7.800","kg","2022-12-07","11714"
"https://tienda.mercadona.es/product/11715/cafe-molido-colombia-hacendado-paquete","cacao_cafe_e_infusiones_cafe_molido_y_en_grano","Café molido Colombia Hacendado","Paquete","2.95","11.800","kg","2022-12-07","11715"
"https://tienda.mercadona.es/product/11719/cafe-molido-descafeinado-mezcla-hacendado-paquete","cacao_cafe_e_infusiones_cafe_molido_y_en_grano","Café molido descafeinado mezcla Hacendado","Paquete","3.15","6.300","kg","2022-12-07","11719"
"https://tienda.mercadona.es/product/11730/cafe-monodosis-mezcla-hacendado-50-natural-50-torrefacto-compatibles-sistema-senseo-paquete","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café monodosis mezcla Hacendado","Paquete","2.60","11.608","kg","2022-12-07","11730"
"https://tienda.mercadona.es/product/11732/cafe-monodosis-intenso-hacendado-compatibles-sistema-senseo-paquete","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café monodosis intenso Hacendado","Paquete","2.90","12.947","kg","2022-12-07","11732"
"https://tienda.mercadona.es/product/11752/cafe-molido-mezcla-hacendado-espresso-80-natural-20-torrefacto-paquete","cacao_cafe_e_infusiones_cafe_molido_y_en_grano","Café molido mezcla Hacendado Espresso","Paquete","1.95","7.800","kg","2022-12-07","11752"
"https://tienda.mercadona.es/product/11762/","cacao_cafe_e_infusiones_cafe_molido_y_en_grano","Café molido natural Jurado","Paquete","2.10","8.400","kg","2022-12-07","11762"
"https://tienda.mercadona.es/product/11770/cafe-monodosis-natural-hacendado-compatibles-sistema-senseo-paquete","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café monodosis natural Hacendado","Paquete","2.15","9.599","kg","2022-12-07","11770"
"https://tienda.mercadona.es/product/11777/cafe-monodosis-descafeinado-natural-hacendado-compatibles-sistema-senseo-paquete","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café monodosis descafeinado natural Hacendado","Paquete","2.30","10.268","kg","2022-12-07","11777"
"https://tienda.mercadona.es/product/11785/cafe-capsula-cortado-dolce-gusto-espresso-macchiato-compatibles-maquinas-dolce-gusto-caja","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café en cápsula cortado Dolce Gusto","Caja","4.89","48.900","kg","2022-12-07","11785"
"https://tienda.mercadona.es/product/11801/cafe-con-leche-capsula-dolce-gusto-compatibles-maquinas-dolce-gusto-caja","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café con leche en cápsula Dolce Gusto","Caja","4.89","30.563","kg","2022-12-07","11801"
"https://tienda.mercadona.es/product/11845/cafe-molido-mezcla-marcilla-creme-express-caja","cacao_cafe_e_infusiones_cafe_molido_y_en_grano","Café molido mezcla Marcilla crème express","Caja","4.00","16.000","kg","2022-12-07","11845"
"https://tienda.mercadona.es/product/11869/cafe-capsula-descafeinado-espresso-intenso-dolce-gusto-compatibles-maquinas-dolce-gusto-caja","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café en cápsula descafeinado espresso intenso Dolce Gusto","Caja","4.89","43.661","kg","2022-12-07","11869"
"https://tienda.mercadona.es/product/11871/cafe-con-leche-capsula-tassimo-compatibles-maquinas-tassimo-paquete","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café con leche en cápsula Tassimo","Paquete","5.30","28.805","kg","2022-12-07","11871"
"https://tienda.mercadona.es/product/11872/cafe-capsula-largo-tassimo-compatibles-maquinas-tassimo-paquete","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café en cápsula largo Tassimo","Paquete","5.30","39.910","kg","2022-12-07","11872"
"https://tienda.mercadona.es/product/11873/cafe-capsula-espresso-tassimo-compatibles-maquinas-tassimo-paquete","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café en cápsula espresso Tassimo","Paquete","5.30","44.764","kg","2022-12-07","11873"
"https://tienda.mercadona.es/product/11874/cafe-capsula-descafeinado-tassimo-compatibles-maquinas-tassimo-paquete","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café en cápsula descafeinado Tassimo","Paquete","5.30","44.764","kg","2022-12-07","11874"
"https://tienda.mercadona.es/product/11875/cafe-capsula-cortado-tassimo-compatibles-maquinas-tassimo-paquete","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café en cápsula cortado Tassimo","Paquete","5.30","28.805","kg","2022-12-07","11875"
"https://tienda.mercadona.es/product/11899/cafe-capsula-cappuccino-dolce-gusto-compatibles-maquinas-dolce-gusto-caja","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café en cápsula cappuccino Dolce Gusto","Caja","4.89","26.291","kg","2022-12-07","11899"
"https://tienda.mercadona.es/product/11918/cafe-capsula-ristretto-napoli-dolce-gusto-compatibles-maquinas-dolce-gusto-caja","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café en cápsula ristretto napoli Dolce Gusto","Caja","4.89","38.204","kg","2022-12-07","11918"
"https://tienda.mercadona.es/product/11931/cafe-capsula-espresso-intenso-dolce-gusto-compatibles-maquinas-dolce-gusto-caja","cacao_cafe_e_infusiones_cafe_capsula_y_monodosis","Café en cápsula espresso intenso Dolce Gusto","Caja","4.89","43.661","kg","2022-12-07","11931"
"https://tienda.mercadona.es/product/12012/combinado-frutos-secos-frutas-desecadas-semillas-calabaza-hacendado-ideal-ensaladas-pastas-bote","aperitivos_frutos_secos_y_fruta_desecada","Combinado frutos secos, frutas desecadas y semillas de calabaza Hacendado","Bote","2.20","14.667","kg","2022-12-07","12012"
"https://tienda.mercadona.es/product/12016/chocolate-con-leche-milka-galleta-tableta","azucar_caramelos_y_chocolate_chocolate","Chocolate con leche Milka galleta","Tableta","2.95","9.834","kg","2022-12-07","12016"
"https://tienda.mercadona.es/product/12017/cacao-polvo-taza-valor-paquete","cacao_cafe_e_infusiones_cacao_soluble_y_chocolate_a_la_taza","Cacao en polvo a la taza Valor","Paquete","2.85","5.700","kg","2022-12-07","12017"
"https://tienda.mercadona.es/product/12020/cacahuetes-chocoiris-hacendado-banados-chocolate-con-leche-coloreados-paquete","azucar_caramelos_y_chocolate_chocolate","Cacahuetes Chocoiris Hacendado bañados de chocolate con leche coloreados","Paquete","1.45","8.056","kg","2022-12-07","12020"
"https://tienda.mercadona.es/product/12022/nueces-hacendado-chocolate-con-leche-paquete","azucar_caramelos_y_chocolate_chocolate","Nueces Hacendado chocolate con leche","Paquete","2.05","13.667","kg","2022-12-07","12022"
"https://tienda.mercadona.es/product/12027/almendras-hacendado-chocolate-negro-paquete","azucar_caramelos_y_chocolate_chocolate","Almendras Hacendado chocolate negro","Paquete","1.90","12.667","kg","2022-12-07","12027"
"https://tienda.mercadona.es/product/12037/chocolate-extrafino-con-leche-hacendado-almendras-enteras-tableta","azucar_caramelos_y_chocolate_chocolate","Chocolate extrafino con leche Hacendado almendras enteras","Tableta","1.50","7.500","kg","2022-12-07","12037"
"https://tienda.mercadona.es/product/12041/surtido-bombones-mondose-caja","azucar_caramelos_y_chocolate_chocolate","Surtido bombones Mondose","Caja","4.15","23.715","kg","2022-12-07","12041"
"https://tienda.mercadona.es/product/12048/chocolates-surtidos-caramelos-heroes-cadbury-rellenos-chocolate-con-leche-caja","azucar_caramelos_y_chocolate_chocolate","Chocolates surtidos y caramelos Heroes Cadbury rellenos de chocolate con leche","Caja","5.95","9.917","kg","2022-12-07","12048"
"https://tienda.mercadona.es/product/12094/disquitos-pintarolas-chocolate-con-leche-coloreados-paquete","azucar_caramelos_y_chocolate_chocolate","Disquitos Pintarolas de chocolate con leche coloreados","Paquete","1.25","6.250","kg","2022-12-07","12094"
"https://tienda.mercadona.es/product/12098/chocolate-con-leche-caramelo-milka-tableta","azucar_caramelos_y_chocolate_chocolate","Chocolate con leche caramelo Milka","Tableta","1.30","13.000","kg","2022-12-07","12098"
"https://tienda.mercadona.es/product/12099/chocolate-con-leche-oreo-milka-tableta","azucar_caramelos_y_chocolate_chocolate","Chocolate con leche Oreo Milka","Tableta","1.30","13.000","kg","2022-12-07","12099"
"https://tienda.mercadona.es/product/12107/chocolate-con-leche-valor-almendras-enteras-tableta","azucar_caramelos_y_chocolate_chocolate","Chocolate con leche Valor almendras enteras","Tableta","3.15","12.600","kg","2022-12-07","12107"
"https://tienda.mercadona.es/product/12126/chocolate-puro-valor-tableta","azucar_caramelos_y_chocolate_chocolate","Chocolate puro Valor","Tableta","2.80","9.334","kg","2022-12-07","12126"
"https://tienda.mercadona.es/product/12130/chocolate-puro-valor-con-almendras-enteras-tableta","azucar_caramelos_y_chocolate_chocolate","Chocolate puro Valor con almendras enteras","Tableta","3.15","12.600","kg","2022-12-07","12130"
"https://tienda.mercadona.es/product/12139/chocolate-puro-valor-con-almendras-enteras-0-azucares-anadidos-tableta","azucar_caramelos_y_chocolate_chocolate","Chocolate puro Valor con almendras enteras","Tableta","2.85","19.000","kg","2022-12-07","12139"
"https://tienda.mercadona.es/product/12140/chocolate-con-leche-valor-almendras-enteras-0-azucares-anadidos-tableta","azucar_caramelos_y_chocolate_chocolate","Chocolate con leche Valor almendras enteras","Tableta","2.85","19.000","kg","2022-12-07","12140"
"https://tienda.mercadona.es/product/12141/chocolate-70-negro-valor-0-azucares-anadidos-tableta","azucar_caramelos_y_chocolate_chocolate","Chocolate 70% negro Valor 0% azúcares añadidos","Tableta","2.00","16.000","kg","2022-12-07","12141"
"https://tienda.mercadona.es/product/12151/chocolate-con-leche-milka-tableta","azucar_caramelos_y_chocolate_chocolate","Chocolate con leche Milka","Tableta","1.35","9.000","kg","2022-12-07","12151"
"https://tienda.mercadona.es/product/12157/bombones-ferrero-rocher-caja","azucar_caramelos_y_chocolate_chocolate","Bombones Ferrero Rocher","Caja","5.29","26.450","kg","2022-12-07","12157"
